"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Galan","mean_Female_Galan","mean_other_Galan","sd_Male_Galan","sd_Female_Galan","sd_other_Galan","mean_Fruits_galan","mean_Seeds_galan","mean_Leaves_galan","mean_Flowers_galan","mean_Animal_galan","sd_Fruits_galan","sd_Seeds_galan","sd_Leaves_galan","sd_Flowers_galan","sd_Animals_galan","IVSO_prop","IVSOint","superfamily"
"3","pop","Allocebus_trichotis","Hairy-eared Dwarf Lemur","Analamazaotra Special Reserve, Central Eastern Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"solitary","one","none","AR",0.092,0.084,0.08,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"5","pop","Cercopithecus_preussi","L'hoest's Monkey","Mount Kilum, Cameroun","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"one","one","none","T",4.7,2.9,4.525,NA,NA,1.025304833,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"11","pop","Alouatta_caraya","Paranguyan Howler Monkey","Beco Xavier Tupancireta, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"12","pop","Alouatta_caraya","Paranguyan Howler Monkey","Establecimiento Nossa Senora da Conceicao, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"13","pop","Alouatta_caraya","Paranguyan Howler Monkey","Estancia Casa Branca, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"14","pop","Alouatta_caraya","Paranguyan Howler Monkey","Isla Brasilera, Argentina","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,7,NA,21,NA,NA,NA,NA,NA,NA,NA,28,5,"wp","FFMM","FFMM",0.75,"groups","one","yes","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0.25,7,"Ceboidea"
"15","pop","Alouatta_caraya","Paranguyan Howler Monkey","Protected area of upper Panama river, Brazil","Forest_Wetland_Grassland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,11,1,"wp","FFMM","FFMM",0.818181818,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0.181818182,2,"Ceboidea"
"16","pop","Alouatta_caraya","Paranguyan Howler Monkey","San cayetano Corrientese, Argentina","Forest_Grassland",1,1,"both",2,"Diurnal",NA,1,NA,NA,NA,NA,NA,32,NA,8,NA,NA,NA,NA,NA,NA,NA,40,2,"wp","MFF","MFF",0.8,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0.2,7,"Ceboidea"
"17","pop","Alouatta_caraya","Paranguyan Howler Monkey","Sao Francisco de Assis, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","FFMM","FFMM",0.428571429,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0.571428571,3,"Ceboidea"
"18","pop","Alouatta_caraya","Paranguyan Howler Monkey","Tocantins River, Brazil","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.5,"groups","one","none","AR",6.42,4.33,NA,NA,NA,NA,28.5,0.4,57.3,2.7,NA,NA,NA,NA,NA,NA,0.5,4,"Ceboidea"
"21","pop","Alouatta_discolor","Spix's Howler Monkey","Teles Pires River, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",7.25,5.5,6.37,NA,NA,NA,55.6,NA,24.8,5.7,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"23","pop","Alouatta_guariba","Brown Howler Monkey","Sao Francisco de Assis, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.73,4.35,NA,NA,NA,NA,46.8,NA,34.2,11.8,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"24","pop","Alouatta_guariba","Brown Howler Monkey","Campo de instrucao de santa maria, Brazil","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MFF","MFF",1,"groups","one","none","AR",6.73,4.35,NA,NA,NA,NA,46.8,NA,34.2,11.8,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"25","pop","Alouatta_guariba","Brown Howler Monkey","Moro Geisler, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","MFF","MFF",0.666666667,"groups","one","none","AR",6.73,4.35,NA,NA,NA,NA,46.8,NA,34.2,11.8,NA,NA,NA,NA,NA,NA,0.333333333,0,"Ceboidea"
"26","pop","Alouatta_guariba","Brown Howler Monkey","Chacara payquere do Bugre, Brazil","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,3,NA,1,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,9,1,"wp","MFF","MMFF",0.444444444,"groups","ff","yes","AR",6.73,4.35,NA,NA,NA,NA,46.8,NA,34.2,11.8,NA,NA,NA,NA,NA,NA,0.555555556,5,"Ceboidea"
"27","pop","Alouatta_guariba","Brown Howler Monkey","Parque Sao Paulo Village","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.73,4.35,NA,NA,NA,NA,46.8,NA,34.2,11.8,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"28","pop","Alouatta_guariba","Brown Howler Monkey","Porto Allegre, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.73,4.35,NA,NA,NA,NA,46.8,NA,34.2,11.8,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"32","pop","Alouatta_palliata","Mantled Howler Monkey","Los Tuxlas, Mexico","Forest_Artificial",0,1,"closed",2,"Diurnal",13,NA,NA,NA,NA,NA,NA,2,1,14,NA,NA,NA,NA,NA,NA,NA,17,5,"wp","FFMM","FFMM",0.823529412,"groups","one","none","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0.176470588,2,"Ceboidea"
"33","pop","Alouatta_palliata","Mantled Howler Monkey","Isla de Ometepe, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"34","pop","Alouatta_palliata","Mantled Howler Monkey","Hacienda la pacifica, Costa Rica","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,7,"none","FFMM","FFMM",1,"groups","one","yes","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"35","pop","Alouatta_palliata","Mantled Howler Monkey","Agaltepec island","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"36","pop","Alouatta_palliata","Mantled Howler Monkey","Macuspana, Tabasco","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,2,"none","FFMM","FFMM",1,"groups","one","none","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"37","pop","Alouatta_palliata","Mantled Howler Monkey","Barro Colorado Island, Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,10,2,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0.2,1,"Ceboidea"
"38","pop","Alouatta_palliata","Mantled Howler Monkey","Tabasco y Dolores, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,1,7,NA,NA,NA,NA,NA,NA,NA,13,1,"wp","FFMM","FFMM",0.538461538,"groups","one","none","AR",6.96,5.28,6.12,NA,NA,NA,12.5,NA,63.6,18.2,NA,NA,NA,NA,NA,NA,0.461538462,6,"Ceboidea"
"40","pop","Alouatta_pigra","Central American Black Howler Monkey","Palenque National Park, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,3,10,NA,NA,NA,NA,NA,NA,NA,17,3,"wp","FFMM","FFMM",0.588235294,"groups","one","none","AR",7.505,5.608,6.56,NA,NA,NA,40.8,NA,45.1,10.6,NA,NA,NA,NA,NA,NA,0.411764706,7,"Ceboidea"
"41","pop","Alouatta_pigra","Central American Black Howler Monkey","Muscapana Tabasco, Mexico","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.505,5.608,6.56,NA,NA,NA,40.8,NA,45.1,10.6,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"42","pop","Alouatta_pigra","Central American Black Howler Monkey","Muscapana area, private catle, Mexico","Artificial_Shrubland",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",7.505,5.608,6.56,NA,NA,NA,40.8,NA,45.1,10.6,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"43","pop","Alouatta_pigra","Central American Black Howler Monkey","Mexican state of Campeche, Mexico","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,6,1,11,NA,NA,NA,NA,NA,NA,NA,19,2,"wp","FFMM","FFMM",0.578947368,"groups","one","none","AR",7.505,5.608,6.56,NA,NA,NA,40.8,NA,45.1,10.6,NA,NA,NA,NA,NA,NA,0.421052632,8,"Ceboidea"
"44","pop","Alouatta_pigra","Central American Black Howler Monkey","Leona Vicario, Mexico","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.505,5.608,6.56,NA,NA,NA,40.8,NA,45.1,10.6,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"45","pop","Alouatta_pigra","Central American Black Howler Monkey","Comunity Baboon Sanctuary and CBWS, Belize","Artificial",0,0,"",1,"Diurnal",8,NA,NA,NA,NA,5,NA,24,2,15,NA,NA,NA,NA,NA,NA,NA,46,1,"wp","MFF","MFF",0.52173913,"groups","one","none","AR",7.505,5.608,6.56,NA,NA,NA,40.8,NA,45.1,10.6,NA,NA,NA,NA,NA,NA,0.47826087,22,"Ceboidea"
"47","pop","Alouatta_sara","Bolivian Red Howler Monkey","Santa Rosa del Sara y Buena Vista, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,5,NA,11,NA,11,NA,NA,NA,NA,NA,NA,NA,27,1,"wp","MFF","FFMM",0.407407407,"groups","one","none","AR",NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592592593,16,"Ceboidea"
"49","pop","Alouatta_seniculus","Colombian Red Howler Monkey","La Montana de Ocaso, Colombian Andes","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.66,5.18,6.01,NA,NA,0.127279221,42.3,NA,52.1,5.4,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"50","pop","Alouatta_seniculus","Colombian Red Howler Monkey","Hato Masaguaral, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","FFMM","FFMM",0.75,"groups","one","none","AR",6.66,5.18,6.01,NA,NA,0.127279221,42.3,NA,52.1,5.4,NA,NA,NA,NA,NA,NA,0.25,1,"Ceboidea"
"51","pop","Alouatta_seniculus","Colombian Red Howler Monkey","El Frio, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.66,5.18,6.01,NA,NA,0.127279221,42.3,NA,52.1,5.4,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"52","pop","Alouatta_seniculus","Colombian Red Howler Monkey","Petit Saut Electric Dam","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",6.66,5.18,6.01,NA,NA,0.127279221,42.3,NA,52.1,5.4,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"55","pop","Aotus_azarae","Azara's Night Monkey","cattle ranch Estancia Guaycolec"," ",0,0,"",NA,"Cathemeral",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,1,"none","MF","MF",1," ","one","none"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"64","pop","Aotus_nigriceps","Black-headed Night Monkey","Manu Learning Centre, Peru","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",0.875,1.04,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"68","pop","Aotus_zonalis","Panamanian Night Monkey","Campo Chagres, Panama","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"none","MF","MF",1,"groups","one","none","AR",0.889,0.916,NA,NA,NA,NA,65,NA,30,NA,5,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"69","pop","Aotus_zonalis","Panamanian Night Monkey","Cerro Azul, Panama","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"none","MF","MF",1,"groups","one","none","AR",0.889,0.916,NA,NA,NA,NA,65,NA,30,NA,5,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"73","pop","Ateles_belzebuth","White-bellied Spider Monkey","La Macarena, Columbia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,"none","FFMM","FFMM",1,"groups"," ","none","AR",8.26,7.88,NA,NA,NA,NA,78.5,NA,7.7,1.3,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"74","pop","Ateles_belzebuth","White-bellied Spider Monkey","Manu National Park, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,1,"none","FFMM","FFMM",1,"groups"," ","none","AR",8.26,7.88,NA,NA,NA,NA,78.5,NA,7.7,1.3,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"75","pop","Ateles_belzebuth","White-bellied Spider Monkey","Yasuni National Park, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups"," ","none","AR",8.26,7.88,NA,NA,NA,NA,78.5,NA,7.7,1.3,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"77","pop","Ateles_chamek","Black Spider Monkey","Lago Caiman, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.41,9.33,9.37,NA,NA,NA,85.8,NA,10.7,2.9,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"78","pop","Ateles_chamek","Black Spider Monkey","Manu National Park, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",9.41,9.33,9.37,NA,NA,NA,85.8,NA,10.7,2.9,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"81","pop","Ateles_geoffroyi","Central American Spider Monkey","Barro Colorado Island, Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"82","pop","Ateles_geoffroyi","Central American Spider Monkey","Parque de Fauna y Floral Silvestre Tropica,l Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"83","pop","Ateles_geoffroyi","Central American Spider Monkey","Punta Laguna Lake, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,13,5,"none","FFMM","FFMM",0.923076923,"groups","ff","yes","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0.076923077,1,"Ceboidea"
"84","pop","Ateles_geoffroyi","Central American Spider Monkey","Runaway Creek Natural Reserve Belize","Wetland_Forest_Grassland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,"none","FFMM","FFMM",1,"groups","one","none","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"85","pop","Ateles_geoffroyi","Central American Spider Monkey","Santa Rosa, Costa Rica","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","ff","none","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"86","pop","Ateles_geoffroyi","Central American Spider Monkey","Tikal National Park Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0.5,2,"Ceboidea"
"87","pop","Ateles_geoffroyi","Central American Spider Monkey","Yakatan, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",7.45,7.64,7.54,NA,NA,NA,82.12,NA,17.22,0.98,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"89","pop","Ateles_hybridus","Variegated Spider Monkey","Hacienda San Juan del Carare, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"none","FFMM","FFMM",0.666666667,"groups","one","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,NA,NA,NA,NA,NA,0.333333333,0,"Ceboidea"
"90","pop","Ateles_hybridus","Variegated Spider Monkey","Hacienda El Pajuil, Colombia","Forest_Artificial_Grassland_Wetland_Savanna",1,1,"both",5,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"wp","FFMM","FFMM",1,"groups","ff","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"92","pop","Ateles_marginatus","White-Whiskered Spider Monkey","Tapajo National Forest, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.6,"groups","one","none","AR",10.4,5.824,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"97","pop","Avahi_laniger","Eastern Wooly Lemur","Sainte Luce, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"solitary_groups","one","none","AR",1.03,1.32,1.175,NA,NA,0.007071068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"99","pop","Avahi_meridionalis","Southern Wooly Lemur","Sainte Luce, Madagarcar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"unknown","one","none","AR",1.1,1.2,1.21,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"102","pop","Avahi_occidentalis","Western Wooly Lemur","Northwestern, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","MF","MF",1,"unknown","one","none","AR",0.814,0.777,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"107","pop","Brachyteles_arachnoides","Southern Muriqui","Fazenda Montes Carlos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.61,8.07,8.84,NA,NA,NA,20.8,NA,66,12.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"108","pop","Brachyteles_arachnoides","Southern Muriqui","Parque Estadual Carlos Bothelo, Brazil","Forest",0,1,"closed",1,"Diurnal",40,32,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,2,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.61,8.07,8.84,NA,NA,NA,20.8,NA,66,12.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"110","pop","Brachyteles_hypoxanthus","Northern Muriqui","RPPN- FMA, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,10,6,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.6,8.4,NA,NA,NA,NA,18.5,NA,50.6,28.2,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"112","pop","Cacajao_calvus","Red Uakari Monkey","Lago Preto Conservation Concession, Peru","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",3.45,2.88,NA,NA,NA,NA,18.4,67,3.3,NA,5.2,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"115","pop","Cacajao_melanocephalus","Golden Backed Uakari","Jau National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",18,4,NA,NA,NA,20,NA,3,15,86,1,17,1,NA,NA,NA,NA,125,1,"wp","FFMM","FFMM",0.688,"groups","ff","none","AR",3.16,2.7335,2.94,0,0.033234019,NA,12,62,14.7,3.3,1.2,NA,NA,NA,NA,NA,0.312,39,"Ceboidea"
"116","pop","Cacajao_melanocephalus","Golden Backed Uakari","Pico da Neblina National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.16,2.7335,2.94,0,0.033234019,NA,12,62,14.7,3.3,1.2,NA,NA,NA,NA,NA,0,0,"Ceboidea"
