"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"596","pop","Nasalis_larvatus","Proboscis Monkey","Tanjung Puting National Park, Indonesia","Wetland",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MFF","MFF",1,"groups","one","none","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"597","pop","Nasalis_larvatus","Proboscis Monkey","Lower Kinabatangan Region, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"598","pop","Nasalis_larvatus","Proboscis Monkey","Labuk Bay Sanctuary, Sabah, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0,0,"Cercopithecoidea"
"599","pop","Nasalis_larvatus","Proboscis Monkey","Kinabatangan River, Sabah, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,13,3,"wp","MFF","MFF",0.769230769,"groups","one","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.230769231,3,"Cercopithecoidea"
"600","pop","Nasalis_larvatus","Proboscis Monkey","Gunung Palung National Park, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.85,"groups","both","yes","AR",19.59,9.9826,15.75,2.377751038,0.59665216,NA,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269,0.15,3,"Cercopithecoidea"
"602","pop","Nomascus_concolor","Western Black Crested Gibbon","Dazhaizi, Yunnan, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,"none","MFF","MFF",1,"groups","one","none","AR",7.77,7.62,7.745,NA,NA,0.077781746,23.66666667,NA,30,7,14,2.020725942,NA,4.330127019,NA,NA,0,0,"Hominoidea"
"604","pop","Nomascus_gabriellae","Southern Yellow-Cheeked Crested Gibbon","Cat Tien national Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,15,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,"wp","MF","MF",0.789473684,"groups","one","none","AR",NA,5.233,NA,NA,NA,NA,47.40666667,NA,41.51333333,11.08,NA,29.61229531,NA,27.72435993,1.88793538,NA,0.210526316,4,"Hominoidea"
"606","pop","Nomascus_hainanus","Hainan Crested-Gibbon","Bawangling National Nature Reserve, China","Forest",0,1,"closed",1,"Diurnal",6,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","MFF","MFF",0.777777778,"groups","one","yes","AR",6.61,6.56333,NA,NA,NA,NA,73.15,NA,20.4,2.3,2.15,11.80868325,NA,11.87939392,2.404163056,2.61629509,0.222222222,1,"Hominoidea"
"609","pop","Nomascus_nasutus","Eastern Black Crested Gibbon/Cao Vit Gibbon","Bangliang Nature Reserve, Guangxi, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","MFF",0.8,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,86.6,NA,4.7,NA,0.5,NA,NA,NA,NA,NA,0.2,0,"Hominoidea"
"613","pop","Nycticebus_coucang","Sunda Slow Loris","Perak, Malaysia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,5,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,1,"wp","solitary","solitary",0.555555556,"solitary","one","none","AR",0.708,0.6315,0.6693,0.041012193,0.007778175,0.027294322,22.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0.444444444,3,"Lorisoidea"
"618","pop","Otolemur_crassicaudatus","Brown Greater Galago","Northern Transvaal, South Africa","Forest",0,1,"closed",1,"Nocturnal",NA,NA,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","solitary","solitary",1,"solitary","one","none","AR",1.345,1.18,1.482,0.219203102,0.098994949,0.469518903,21,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"620","pop","Otolemur_garnettii","Northern Greater Galago","Gedi, Kenya","Forest",0,1,"closed",1,"Nocturnal",NA,NA,6,7,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,1,"none","solitary","solitary",1,"solitary_groups","one","none","AR",0.820666667,0.753333333,0.798,0.026025628,0.045214305,0.053740115,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0,0,"Lorisoidea"
"621","pop","Otolemur_garnettii","Northern Greater Galago","Diani, Kenya","Forest",0,1,"closed",1,"Nocturnal",NA,NA,8,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","solitary","solitary",0.666666667,"solitary_groups","one","none","AR",0.820666667,0.753333333,0.798,0.026025628,0.045214305,0.053740115,20,NA,NA,NA,6,NA,NA,NA,NA,NA,0.333333333,1,"Lorisoidea"
"624","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Lake Tumba, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"625","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Wamba, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,NA,NA,NA,2,142,1,NA,NA,NA,NA,NA,NA,144,6,"wp","FFMM","FFMM",0.986111111,"groups","ff","yes","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0.013888889,2,"Hominoidea"
"626","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Yalosidi, Zaire","Forest_Wetland",0,1,"closed",2,"Diurnal",6,1,NA,NA,NA,NA,NA,9,2,17,1,3,1,NA,NA,1,NA,29,2,"wp","FFMM","FFMM",0.586206897,"groups","one","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0.413793103,11,"Hominoidea"
"627","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Lomako Forest, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",1,"groups","ff","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"628","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Lui Kotale, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"629","pop","Pan_paniscus","Bonobo / Gracile(Pygmy) Chimpanzee","Hali-Hali, Congo","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",40.875,32.3,NA,3.119161212,1.01324561,NA,68.16666667,9,19.5,3.25,NA,17.53406209,NA,6.285698052,3.889087297,NA,0,0,"Hominoidea"
"631","pop","Pan_troglodytes","Chimpanzee","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,4,"wp","FFMM","FFMM",0.8,"groups","ff","yes","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0.2,0,"Hominoidea"
"632","pop","Pan_troglodytes","Chimpanzee","Kibale National Park, Uganda","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,"none","FFMM","FFMM",1,"groups","ff","none","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0,0,"Hominoidea"
"633","pop","Pan_troglodytes","Chimpanzee","Kahuzi-Biega National Park, Congo","Forest",0,1,"closed",1,"Diurnal",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0,0,"Hominoidea"
"634","pop","Pan_troglodytes","Chimpanzee","Mahale Mountains, Tanzania","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,7,"none","FFMM","FFMM",1,"groups","ff","yes","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0,0,"Hominoidea"
"635","pop","Pan_troglodytes","Chimpanzee","Gombe National Park, Tanzania","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,"none","FFMM","FFMM",1,"groups","one","none","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0,0,"Hominoidea"
"636","pop","Pan_troglodytes","Chimpanzee","Bossou, Guinea","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","MFF","FFMM",0.5,"groups","ff","yes","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0.5,2,"Hominoidea"
"637","pop","Pan_troglodytes","Chimpanzee","Budongo Forest, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0,0,"Hominoidea"
"638","pop","Pan_troglodytes","Chimpanzee","Gashaka-Gumti National Park, Nigeria","Forest",0,1,"closed",1,"Diurnal",NA,NA,5,8,5,2,NA,2,NA,2,2,3,2,NA,NA,NA,NA,13,1,"wp","solitary","solitary",0.384615385,"solitary_groups","ff","none","BOTH",50.558,41.54,53.7,9.831674323,8.001124921,NA,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891,NA,0.615384615,7,"Hominoidea"
"640","pop","Papio_anubis","Olive baboon","Laikipia Plateau, Kenya","Grassland_Rocky_Woodland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,6,"none","FFMM","FFMM",1,"groups","one","none","BOTH",23.8375,12.82,NA,2.558441909,0.83042158,NA,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346,0,0,"Cercopithecoidea"
"641","pop","Papio_anubis","Olive baboon","Awash National Park, Ethiopia","Forest_Savanna",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",23.8375,12.82,NA,2.558441909,0.83042158,NA,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346,0,0,"Cercopithecoidea"
"642","pop","Papio_anubis","Olive baboon","Gilgil, Kenya","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",23.8375,12.82,NA,2.558441909,0.83042158,NA,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346,0,0,"Cercopithecoidea"
"643","pop","Papio_anubis","Olive baboon","Masai Mara National Park, Kenya","Grassland_Woodland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","BOTH",23.8375,12.82,NA,2.558441909,0.83042158,NA,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346,0,0,"Cercopithecoidea"
"644","pop","Papio_anubis","Olive baboon","Gombe Stream National Park, Tanzania","Grassland_Wetland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,8,4,"wp","FFMM","FFMM",0.875,"groups","ff","none","BOTH",23.8375,12.82,NA,2.558441909,0.83042158,NA,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346,0.125,1,"Cercopithecoidea"
"645","pop","Papio_anubis","Olive baboon","Gashaka-Gumti National Park, Nigeria","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"none","MFF","MFF",1,"groups","one","none","BOTH",23.8375,12.82,NA,2.558441909,0.83042158,NA,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346,0,0,"Cercopithecoidea"
"647","pop","Papio_cynocephalus","Yellow baboon","Gilgil, Kenya","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","T",23.025,11.51966667,17.05,1.883923211,1.024870886,NA,22.26666667,15.95,13.83333333,4.533333333,4.333333333,11.81707804,1.767766953,1.258305739,1.285820101,4.932882862,0,0,"Cercopithecoidea"
"648","pop","Papio_cynocephalus","Yellow baboon","Okavango Delta, Botsowana","Grassland_Wetland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","T",23.025,11.51966667,17.05,1.883923211,1.024870886,NA,22.26666667,15.95,13.83333333,4.533333333,4.333333333,11.81707804,1.767766953,1.258305739,1.285820101,4.932882862,0,0,"Cercopithecoidea"
"649","pop","Papio_cynocephalus","Yellow baboon","Natal Drakensberg, South Africa","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,1,"none","FFMM","FFMM",1,"groups","ff","none","T",23.025,11.51966667,17.05,1.883923211,1.024870886,NA,22.26666667,15.95,13.83333333,4.533333333,4.333333333,11.81707804,1.767766953,1.258305739,1.285820101,4.932882862,0,0,"Cercopithecoidea"
"650","pop","Papio_cynocephalus","Yellow baboon","Mikumi National Park, Tanzania","Forest_Grassland_Wetland_Woodland",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","one","none","T",23.025,11.51966667,17.05,1.883923211,1.024870886,NA,22.26666667,15.95,13.83333333,4.533333333,4.333333333,11.81707804,1.767766953,1.258305739,1.285820101,4.932882862,0.333333333,0,"Cercopithecoidea"
"651","pop","Papio_cynocephalus","Yellow baboon","Amboseli National Park, Kenya","Grassland_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,14,9,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",23.025,11.51966667,17.05,1.883923211,1.024870886,NA,22.26666667,15.95,13.83333333,4.533333333,4.333333333,11.81707804,1.767766953,1.258305739,1.285820101,4.932882862,0.142857143,2,"Cercopithecoidea"
"652","pop","Papio_cynocephalus","Yellow baboon","Ruhaha National Park, Tanzania","Savanna",1,0,"open",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,2,"none","FFMM","FFMM",1,"groups","one","none","T",23.025,11.51966667,17.05,1.883923211,1.024870886,NA,22.26666667,15.95,13.83333333,4.533333333,4.333333333,11.81707804,1.767766953,1.258305739,1.285820101,4.932882862,0,0,"Cercopithecoidea"
"654","pop","Papio_hamadryas","Hamadryas baboon","Taif City, Saudi Arabia","Artificial_Rocky_Woodland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",16.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"655","pop","Papio_hamadryas","Hamadryas baboon","Awash National Park, Filoha site, Ethiopia","Forest_Savanna",1,1,"both",2,"Diurnal",26,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,8,4,"wp","MFF","FFMM",0.5,"groups","ml","none","T",16.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4,"Cercopithecoidea"
"656","pop","Papio_hamadryas","Hamadryas baboon","Central Eritrea","Rocky",1,0,"open",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",16.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"659","pop","Papio_papio","Guinea baboon","Niokolo Koba National Park, Senegal","Forest_Grassland_Savanna_Shrubland",1,1,"both",4,"Diurnal",16,NA,NA,NA,NA,NA,NA,65,NA,177,3,2,2,NA,NA,1,NA,242,5,"wp","FFMM","FFMM",0.725409836,"groups","both","none","T",23,12,NA,NA,NA,NA,60,17,NA,NA,1.2,NA,NA,NA,NA,NA,0.274590164,66,"Cercopithecoidea"
"660","pop","Papio_papio","Guinea baboon","Moremi Game Reserve, Botsowana","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ml","none","T",23,12,NA,NA,NA,NA,60,17,NA,NA,1.2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"662","pop","Papio_ursinus","Chacma baboon","Kuiseb, Namib desert","Desert_Forest_Shrubland_Wetland",1,1,"both",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,"none","FFMM","FFMM",1,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"663","pop","Papio_ursinus","Chacma baboon","Mkuzi Game Reserve, Zululand, South-Africa","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,"none","FFMM","FFMM",1,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"664","pop","Papio_ursinus","Chacma baboon","Wildcliff Nature Reserve, Western Cape, South Africa","Forest_Grassland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"665","pop","Papio_ursinus","Chacma baboon","Honnet Nature Reserve, South Africa","Grassland_Rocky",1,0,"open",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"666","pop","Papio_ursinus","Chacma baboon","Okavango Delta, Botsowana","Wetland",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,3,"none","FFMM","FFMM",1,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"667","pop","Papio_ursinus","Chacma baboon","Moremi Game Reserve, Botsowana","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,10,2,"wp","FFMM","FFMM",0.9,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.1,0,"Cercopithecoidea"
"668","pop","Papio_ursinus","Chacma baboon","Tsaobis Leopard Park, Namibia","Grassland_Rocky_Shrubland",1,0,"open",3,"Diurnal",2,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,2,"wp","FFMM","FFMM",0.8,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.2,0,"Cercopithecoidea"
"669","pop","Papio_ursinus","Chacma baboon","Natal Drakensberg, South Africa","Grassland_Rocky",1,0,"open",2,"Diurnal",2,NA,NA,NA,NA,NA,NA,4,NA,24,NA,NA,NA,NA,NA,NA,NA,28,4,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",25.925,15.525,NA,3.954217158,0.95,NA,45,NA,19,10,3,NA,NA,NA,NA,NA,0.142857143,4,"Cercopithecoidea"
"671","pop","Perodicticus_potto","Central Potto","Gabon","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,96,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,"wp","solitary","solitary",0.96969697,"solitary","one","none","AR",1.166,1.204,0.835,0.475175757,0.520430591,0.007071068,65,NA,4,NA,10,NA,NA,NA,NA,NA,0.03030303,2,"Lorisoidea"
"672","pop","Perodicticus_potto","Central Potto","Bakossiland, Cameroon","Forest",0,1,"closed",1,"Nocturnal",NA,NA,6,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","solitary","solitary",0.5,"solitary_groups","one","none","AR",1.166,1.204,0.835,0.475175757,0.520430591,0.007071068,65,NA,4,NA,10,NA,NA,NA,NA,NA,0.5,4,"Lorisoidea"
"675","pop","Phaner_furcifer","Masoala Fork-Marked Lemur","Kirindy Forest, Western Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,1,1,1,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13,1,"wp","MF","MF",0.846153846,"solitary","one","none","AR",0.328,0.351,200.17,NA,NA,282.6022962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153846154,2,"Lemuroidea"
"679","pop","Procolobus_badius","Upper Guinea Red Colobus / Red Colobus monkey","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",9.525,7.85,NA,1.732411614,0.494974747,NA,23.93333333,NA,41.5,21.83333333,NA,16.06279345,NA,14.8492424,7.285830998,NA,0,0,"Cercopithecoidea"
"680","pop","Procolobus_badius","Upper Guinea Red Colobus / Red Colobus monkey","Kibale Forest, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",9.525,7.85,NA,1.732411614,0.494974747,NA,23.93333333,NA,41.5,21.83333333,NA,16.06279345,NA,14.8492424,7.285830998,NA,0,0,"Cercopithecoidea"
"685","pop","Procolobus_kirkii","Kirk's Red Colobus","Unguja Island, Zanzibar","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,20,1,"wp","FFMM","FFMM",0.9,"groups","one","none","AR",7,6.8,7.45,0,0,0.777817459,14.4,0.94,58.665,5.165,NA,NA,NA,NA,NA,NA,0.1,1,"Cercopithecoidea"
